Time,A/F Correction #1 (%),Accelerator Pedal Angle (%),CL/OL Fueling* (status),Engine Load (4-Byte)* (g/rev),Engine Speed (rpm),Feedback Knock Correction (4-byte)* (degrees),Fine Learning Knock Correction (4-byte)* (degrees),IAM (4-byte)* (multiplier),Mass Airflow (g/s),Requested Torque* (raw ecu value),Vehicle Speed (mph),Phidget IK Sensor 267583:0 (AFR),Manifold Absolute Pressure (psi),Manifold Relative Pressure (Corrected) (psi)
13:15:53.343,-0.78,10.98,8,0.47,2248,0.00,0.00,1.0000,17.29,104.70,43,14.33,6.96,-7.40
13:15:53.423,-1.56,10.59,8,0.45,2254,0.00,0.00,1.0000,16.19,98.33,43,14.31,6.67,-7.69
13:15:53.503,-2.34,10.20,8,0.43,2298,0.00,0.00,1.0000,15.11,91.87,43,14.26,6.53,-7.98
13:15:53.583,-4.69,10.20,8,0.41,2244,0.00,0.00,1.0000,14.48,92.02,43,14.22,6.24,-8.13
13:15:53.663,-7.03,10.20,8,0.40,2302,0.00,0.00,1.0000,14.42,91.83,43,14.12,6.09,-8.27
13:15:53.743,-7.81,10.20,8,0.39,2294,0.00,0.00,1.0000,14.54,91.95,43,13.90,5.95,-8.42
13:15:53.822,-7.81,10.20,8,0.39,2244,0.00,0.00,1.0000,14.35,92.31,43,13.64,5.95,-8.42
13:15:53.903,-7.81,10.20,8,0.39,2236,0.00,0.00,1.0000,14.47,92.05,43,13.67,5.80,-8.56
13:15:53.983,-7.03,10.20,8,0.38,2245,0.00,0.00,1.0000,14.22,92.40,43,13.83,5.80,-8.56
13:15:54.063,-6.25,10.20,8,0.39,2226,0.00,0.00,1.0000,14.40,92.17,43,14.11,5.80,-8.56
13:15:54.158,-5.47,10.20,8,0.39,2241,0.00,0.00,1.0000,14.39,92.44,43,14.35,5.80,-8.56
13:15:54.239,-5.47,10.20,8,0.38,2186,0.00,0.00,1.0000,14.39,92.09,43,14.52,5.80,-8.56
13:15:54.318,-4.69,10.20,8,0.38,2263,0.00,0.00,1.0000,14.33,92.25,43,14.64,5.80,-8.56
13:15:54.400,-5.47,10.20,8,0.39,2182,0.00,0.00,1.0000,14.50,92.22,43,14.51,5.80,-8.56
13:15:54.480,-5.47,10.20,8,0.39,2186,0.00,0.00,1.0000,14.44,92.39,43,14.53,5.80,-8.56
13:15:54.559,-6.25,10.20,8,0.39,2250,0.00,0.00,1.0000,14.29,92.04,43,14.40,5.80,-8.56
13:15:54.638,-5.47,10.20,8,0.39,2241,0.00,0.00,1.0000,14.71,91.96,43,14.31,5.80,-8.56
13:15:54.719,-4.69,10.20,8,0.39,2246,0.00,0.00,1.0000,14.70,92.10,43,14.21,5.95,-8.56
13:15:54.814,-5.47,10.20,8,0.39,2248,0.00,0.00,1.0000,14.37,91.98,43,14.32,5.80,-8.56
13:15:54.895,-4.69,10.20,8,0.39,2296,0.00,0.00,1.0000,14.44,91.99,43,14.40,5.80,-8.56
13:15:54.975,-5.47,10.20,8,0.39,2245,0.00,0.00,1.0000,14.50,91.93,43,14.38,5.80,-8.56
13:15:55.054,-5.47,10.20,8,0.39,2298,0.00,0.00,1.0000,14.38,91.89,43,14.43,5.80,-8.56
13:15:55.136,-5.47,10.20,8,0.38,2299,0.00,0.00,1.0000,14.28,91.97,43,14.32,5.80,-8.56
13:15:55.214,-4.69,10.20,8,0.39,2293,0.00,0.00,1.0000,14.56,92.03,43,14.25,5.80,-8.56
13:15:55.295,-4.69,10.20,8,0.39,2296,0.00,0.00,1.0000,14.60,92.27,43,14.33,5.80,-8.56
13:15:55.374,-4.69,10.20,8,0.39,2233,0.00,0.00,1.0000,14.50,92.51,43,14.38,5.80,-8.56
13:15:55.455,-5.47,10.20,8,0.39,2225,0.00,0.00,1.0000,14.56,92.30,43,14.39,5.80,-8.56
13:15:55.549,-4.69,10.20,8,0.39,2233,0.00,0.00,1.0000,14.44,92.43,43,14.38,5.80,-8.56
13:15:55.630,-5.47,10.20,8,0.39,2225,0.00,0.00,1.0000,14.44,92.35,43,14.32,5.80,-8.56
13:15:55.711,-4.69,10.20,8,0.39,2178,0.00,0.00,1.0000,14.39,92.61,43,14.37,5.80,-8.56
13:15:55.789,-4.69,10.20,8,0.39,2237,0.00,0.00,1.0000,14.39,92.49,43,14.31,5.80,-8.42
13:15:55.870,-4.69,10.20,8,0.39,2236,0.00,0.00,1.0000,14.23,92.69,43,14.34,5.80,-8.42
13:15:55.950,-4.69,10.20,8,0.39,2224,0.00,0.00,1.0000,14.44,92.71,43,14.34,5.80,-8.42
13:15:56.031,-3.91,9.80,8,0.39,2228,0.00,0.00,1.0000,14.61,88.24,43,14.38,5.95,-8.42
13:15:56.110,-3.91,9.41,8,0.39,2219,0.00,0.00,1.0000,13.73,80.53,43,14.34,5.80,-8.56
13:15:56.189,-3.12,8.63,8,0.38,2215,0.00,0.00,1.0000,12.83,80.55,43,14.34,5.80,-8.71
13:15:56.286,-4.69,8.63,8,0.36,2212,0.00,0.00,1.0000,12.81,80.58,43,14.41,5.51,-8.85
13:15:56.365,-7.03,8.63,8,0.35,2216,0.00,0.00,1.0000,12.74,80.61,43,14.41,5.37,-9.00
13:15:56.446,-8.59,8.63,8,0.35,2206,0.00,0.00,1.0000,12.81,80.76,43,14.35,5.37,-9.00
13:15:56.526,-9.38,8.63,8,0.35,2204,0.00,0.00,1.0000,12.85,80.77,43,14.08,5.37,-9.00
13:15:56.605,-9.38,8.63,8,0.35,2208,0.00,0.00,1.0000,12.67,80.66,43,13.86,5.37,-9.00
13:15:56.685,-8.59,8.63,8,0.35,2204,0.00,0.00,1.0000,12.90,80.93,43,13.74,5.37,-9.00
13:15:56.766,-7.81,8.63,8,0.35,2198,0.00,0.00,1.0000,12.90,80.81,43,13.78,5.37,-9.00
13:15:56.846,-7.81,8.63,8,0.35,2204,0.00,0.00,1.0000,12.87,80.90,43,14.01,5.37,-9.00
13:15:56.925,-7.03,8.63,8,0.35,2196,0.00,0.00,1.0000,12.90,81.01,43,14.28,5.37,-9.00
13:15:57.022,-7.03,8.63,8,0.35,2196,0.00,0.00,1.0000,12.98,80.99,43,14.40,5.37,-9.00
13:15:57.102,-6.25,8.63,8,0.36,2187,0.00,0.00,1.0000,12.94,81.04,43,14.44,5.37,-9.00
13:15:57.182,-7.03,8.63,8,0.35,2192,0.00,0.00,1.0000,12.82,81.05,43,14.47,5.37,-9.00
13:15:57.262,-7.03,8.63,8,0.35,2120,0.00,0.00,1.0000,12.86,81.31,43,14.46,5.37,-9.00
13:15:57.340,-6.25,8.63,8,0.35,2160,0.00,0.00,1.0000,12.78,81.24,42,14.40,5.37,-9.00
13:15:57.421,-5.47,8.63,8,0.36,2168,0.00,0.00,1.0000,12.90,81.14,42,14.35,5.37,-9.00
13:15:57.500,-3.91,8.63,8,0.35,2169,0.00,0.00,1.0000,12.75,80.81,42,14.35,5.37,-9.00
13:15:57.580,-3.12,8.63,8,0.35,2167,0.00,0.00,1.0000,12.82,81.19,42,14.44,5.37,-9.00
13:15:57.662,-2.34,8.63,8,0.36,2161,0.00,0.00,1.0000,12.86,81.41,42,14.58,5.37,-9.00
13:15:57.740,-1.56,8.63,8,0.36,2156,0.00,0.00,1.0000,12.87,81.16,42,14.71,5.37,-9.00
13:15:57.837,-0.78,9.02,8,0.36,2158,0.00,0.00,1.0000,12.82,84.95,42,14.77,5.37,-9.00
13:15:57.917,0.00,9.41,8,0.36,2218,0.00,0.00,1.0000,13.24,86.95,42,14.73,5.37,-9.00
13:15:57.998,0.00,9.41,8,0.36,2158,0.00,0.00,1.0000,13.32,86.94,42,14.66,5.51,-8.85
13:15:58.076,0.78,9.80,8,0.37,2156,0.00,0.00,1.0000,13.52,89.14,42,14.62,5.51,-8.71
13:15:58.157,2.34,9.80,8,0.37,2144,0.00,0.00,1.0000,13.61,89.20,42,14.63,5.66,-8.71
13:15:58.238,3.91,9.80,8,0.38,2162,0.00,0.00,1.0000,13.71,93.90,42,14.51,5.66,-8.56
13:15:58.317,4.69,10.20,8,0.39,2167,0.00,0.00,1.0000,14.39,93.79,42,14.53,5.80,-8.56
13:15:58.396,6.25,10.20,8,0.40,2154,0.00,0.00,1.0000,14.43,93.77,42,14.85,5.95,-8.42
13:15:58.493,7.03,10.20,8,0.40,2161,0.00,0.00,1.0000,14.38,94.02,42,14.87,6.09,-8.27
13:15:58.572,7.03,10.20,8,0.40,2153,0.00,0.00,1.0000,14.54,94.02,42,14.88,6.09,-8.27
13:15:58.652,6.25,10.20,8,0.40,2154,0.00,0.00,1.0000,14.22,94.14,42,14.87,6.09,-8.27
13:15:58.733,4.69,10.20,8,0.40,2158,0.00,0.00,1.0000,14.02,94.18,42,14.58,6.09,-8.42
13:15:58.812,4.69,10.20,8,0.40,2136,0.00,0.00,1.0000,14.28,97.25,42,14.38,5.95,-8.27
13:15:58.892,3.91,10.20,8,0.41,2136,0.00,0.00,1.0000,14.85,96.95,42,14.16,6.09,-8.13
13:15:58.973,4.69,10.20,8,0.41,2129,0.00,0.00,1.0000,14.96,97.14,42,14.06,6.24,-8.13
13:15:59.053,5.47,10.20,8,0.41,2134,0.00,0.00,1.0000,14.69,97.13,42,14.07,6.24,-8.13
13:15:59.147,5.47,10.20,8,0.41,2137,0.00,0.00,1.0000,14.64,100.15,42,14.24,6.24,-8.13
13:15:59.227,5.47,10.59,8,0.41,2134,0.00,0.00,1.0000,14.63,100.10,42,14.41,6.24,-8.13
13:15:59.308,5.47,10.59,8,0.42,2140,0.00,0.00,1.0000,15.36,100.09,42,14.44,6.24,-7.98
13:15:59.387,5.47,10.59,8,0.43,2146,0.00,0.00,1.0000,15.39,100.08,42,14.35,6.38,-7.98
13:15:59.468,6.25,10.59,8,0.42,2145,0.00,0.00,1.0000,15.05,100.00,42,14.33,6.38,-7.98
13:15:59.548,7.03,10.59,8,0.42,2148,0.00,0.00,1.0000,15.17,100.38,42,14.33,6.38,-7.98
13:15:59.628,6.25,10.59,8,0.43,2145,0.00,0.00,1.0000,15.16,100.27,42,14.39,6.38,-7.98
13:15:59.708,6.25,10.59,8,0.42,2144,0.00,0.00,1.0000,15.11,100.33,42,14.44,6.38,-7.98
13:15:59.788,6.25,10.59,8,0.42,2128,0.00,0.00,1.0000,15.17,100.41,42,14.37,6.38,-7.98
13:15:59.869,6.25,10.59,8,0.43,2133,0.00,0.00,1.0000,15.33,100.33,42,14.33,6.38,-7.98
13:15:59.965,6.25,10.59,8,0.43,2134,0.00,0.00,1.0000,15.17,100.07,42,14.24,6.38,-7.98
13:16:00.044,6.25,10.59,8,0.43,2126,0.00,0.00,1.0000,15.11,99.98,42,14.31,6.38,-7.98
13:16:00.124,6.25,10.59,8,0.43,2132,0.00,0.00,1.0000,15.45,100.18,42,14.25,6.38,-7.98
13:16:00.203,6.25,10.59,8,0.42,2139,0.00,0.00,1.0000,15.20,96.97,42,14.28,6.38,-7.98
13:16:00.284,6.25,10.59,8,0.42,2150,0.00,0.00,1.0000,15.06,100.03,42,14.31,6.38,-7.98
13:16:00.363,6.25,10.59,8,0.42,2148,0.00,0.00,1.0000,15.06,100.27,42,14.26,6.38,-7.98
13:16:00.444,5.47,10.59,8,0.42,2154,0.00,0.00,1.0000,14.95,100.23,42,14.26,6.38,-7.98
13:16:00.524,5.47,10.59,8,0.42,2146,0.00,0.00,1.0000,15.17,100.39,42,14.34,6.38,-7.98
13:16:00.604,5.47,10.59,8,0.42,2158,0.00,0.00,1.0000,15.22,100.14,42,14.34,6.38,-7.98
13:16:00.698,5.47,10.59,8,0.42,2145,0.00,0.00,1.0000,15.23,100.28,41,14.27,6.38,-7.98
13:16:00.778,6.25,10.59,8,0.42,2138,0.00,0.00,1.0000,15.05,100.18,41,14.28,6.38,-7.98
13:16:00.859,6.25,10.59,8,0.42,2137,0.00,0.00,1.0000,15.11,100.32,41,14.28,6.38,-7.98
13:16:00.939,6.25,10.59,8,0.42,2139,0.00,0.00,1.0000,15.22,100.23,41,14.34,6.38,-7.98
13:16:01.019,6.25,10.59,8,0.43,2137,0.00,0.00,1.0000,15.34,100.07,41,14.32,6.38,-7.98
13:16:01.100,6.25,10.59,8,0.43,2130,0.00,0.00,1.0000,15.51,100.07,42,14.31,6.38,-7.98
13:16:01.179,5.47,10.59,8,0.43,2133,0.00,0.00,1.0000,15.11,100.19,42,14.33,6.38,-7.98
13:16:01.260,5.47,10.59,8,0.43,2145,0.00,0.00,1.0000,15.11,100.29,42,14.29,6.38,-7.98
13:16:01.339,4.69,10.59,8,0.43,2137,0.00,0.00,1.0000,15.16,100.25,42,14.29,6.53,-7.84
13:16:01.435,4.69,10.59,8,0.43,2142,0.00,0.00,1.0000,15.27,100.36,42,14.20,6.38,-7.98
13:16:01.514,4.69,10.59,8,0.43,2142,0.00,0.00,1.0000,15.33,100.61,42,14.14,6.38,-7.98
13:16:01.595,4.69,10.59,8,0.43,2136,0.00,0.00,1.0000,15.10,100.63,42,14.16,6.53,-7.98
13:16:01.675,4.69,10.59,8,0.43,2115,0.00,0.00,1.0000,15.39,100.49,42,14.25,6.53,-7.84
13:16:01.754,4.69,10.59,8,0.43,2121,0.00,0.00,1.0000,15.45,103.57,42,14.22,6.53,-7.84
13:16:01.835,4.69,10.59,8,0.43,2118,0.00,0.00,1.0000,15.61,100.29,42,14.31,6.53,-7.84
13:16:01.914,5.47,10.59,8,0.44,2119,0.00,0.00,1.0000,15.66,103.48,42,14.24,6.53,-7.69
13:16:01.995,5.47,10.59,8,0.44,2116,0.00,0.00,1.0000,15.78,103.42,42,14.26,6.67,-7.69
13:16:02.075,6.25,10.59,8,0.44,2126,0.00,0.00,1.0000,15.61,103.42,42,14.26,6.67,-7.69
13:16:02.171,6.25,10.59,8,0.44,2130,0.00,0.00,1.0000,15.55,103.49,42,14.37,6.67,-7.69
13:16:02.250,6.25,10.59,8,0.44,2125,0.00,0.00,1.0000,15.73,106.74,42,14.41,6.67,-7.69
13:16:02.335,5.47,10.98,8,0.44,2132,0.00,0.00,1.0000,16.23,109.76,42,14.43,6.67,-7.69
13:16:02.410,5.47,11.37,8,0.46,2053,0.00,0.00,1.0000,16.57,112.81,42,14.35,6.82,-7.40
13:16:02.491,6.25,11.37,8,0.47,2110,0.00,0.00,1.0000,17.10,115.94,42,14.20,6.96,-7.25
13:16:02.570,7.81,11.37,8,0.48,2104,0.00,0.00,1.0000,17.97,115.82,41,14.24,7.25,-7.11
13:16:02.650,9.38,11.37,8,0.50,2160,0.00,0.00,1.0000,17.87,115.84,41,14.40,7.40,-6.96
13:16:02.730,9.38,11.76,8,0.50,2096,0.00,0.00,1.0000,17.67,118.89,41,14.54,7.55,-6.82
13:16:02.809,8.59,11.76,8,0.51,2094,0.00,0.00,1.0000,18.00,118.86,41,14.81,7.55,-6.82
13:16:02.906,8.59,11.76,8,0.51,2098,0.00,0.00,1.0000,17.92,119.22,41,14.62,7.69,-6.67
13:16:02.986,7.81,11.76,8,0.51,2099,0.00,0.00,1.0000,17.86,122.13,41,14.34,7.69,-6.67
13:16:03.067,8.59,12.16,8,0.52,2078,0.00,0.00,1.0000,18.20,122.07,41,14.26,7.84,-6.53
13:16:03.147,7.81,12.16,8,0.52,2070,0.00,0.00,1.0000,18.24,122.07,41,14.28,7.84,-6.53
13:16:03.226,7.81,12.16,8,0.53,2068,0.00,0.00,1.0000,18.45,122.13,41,14.22,7.98,-6.38
13:16:03.306,7.81,12.16,8,0.53,2078,0.00,0.00,1.0000,18.57,122.26,41,14.25,7.98,-6.38
13:16:03.386,7.81,12.16,8,0.53,2073,0.00,0.00,1.0000,18.44,122.27,41,14.28,7.98,-6.38
13:16:03.466,7.03,12.16,8,0.54,2069,0.00,0.00,1.0000,18.57,122.34,40,14.25,7.98,-6.38
13:16:03.547,6.25,11.76,8,0.54,2060,0.00,0.00,1.0000,18.30,107.58,40,14.28,8.13,-6.24
13:16:03.642,6.25,10.59,8,0.52,2050,0.00,0.00,1.0000,15.82,104.48,40,14.19,7.98,-6.53
13:16:03.722,4.69,10.59,8,0.49,2058,0.00,0.00,1.0000,15.23,104.71,40,14.20,7.55,-6.96
13:16:03.801,3.12,10.59,8,0.47,2057,0.00,0.00,1.0000,15.23,104.87,40,14.16,7.25,-7.11
13:16:03.882,2.34,10.59,8,0.46,1995,0.00,0.00,1.0000,15.45,104.96,40,13.96,7.11,-7.25
13:16:03.962,1.56,10.59,8,0.46,2031,0.00,0.00,1.0000,15.46,104.53,40,13.83,7.11,-7.25
13:16:04.041,0.78,10.59,8,0.46,2098,0.00,0.00,1.0000,15.69,104.78,40,13.77,7.11,-7.40
13:16:04.121,1.56,10.59,8,0.46,2050,0.00,0.00,1.0000,15.64,107.93,40,13.81,6.96,-7.40
13:16:04.201,2.34,10.98,8,0.46,2041,0.00,0.00,1.0000,16.51,107.93,40,14.00,6.96,-7.25
13:16:04.282,2.34,10.98,8,0.47,2027,0.00,0.00,1.0000,16.28,110.94,40,14.13,7.25,-7.11
13:16:04.378,3.12,10.98,8,0.48,2025,0.00,0.00,1.0000,16.38,113.68,40,14.32,7.25,-7.11
13:16:04.458,3.91,11.37,8,0.49,2038,0.00,0.00,1.0000,17.32,113.84,40,14.39,7.40,-6.96
13:16:04.537,4.69,11.37,8,0.50,2036,0.00,0.00,1.0000,17.20,113.80,40,14.47,7.55,-6.82
13:16:04.618,4.69,11.37,8,0.50,2030,0.00,0.00,1.0000,16.94,113.84,40,14.51,7.55,-6.67
13:16:04.698,5.47,11.37,8,0.50,2022,0.00,0.00,1.0000,16.88,113.70,40,14.63,7.69,-6.67
13:16:04.777,5.47,11.37,8,0.50,2023,0.00,0.00,1.0000,17.14,113.67,40,14.54,7.69,-6.67
13:16:04.857,5.47,11.37,8,0.50,2032,0.00,0.00,1.0000,17.00,113.80,40,14.54,7.69,-6.67
13:16:04.938,4.69,11.37,8,0.50,2038,0.00,0.00,1.0000,16.82,113.84,40,14.51,7.69,-6.67
13:16:05.033,4.69,11.37,8,0.50,2024,0.00,0.00,1.0000,16.89,113.66,40,14.33,7.69,-6.67
13:16:05.113,3.91,11.37,8,0.50,2024,0.00,0.00,1.0000,17.01,113.69,40,14.25,7.69,-6.67
13:16:05.193,3.91,11.37,8,0.50,2039,0.00,0.00,1.0000,16.88,113.77,40,14.24,7.69,-6.67
13:16:05.272,4.69,11.37,8,0.50,2043,0.00,0.00,1.0000,17.00,113.77,40,14.19,7.69,-6.67
13:16:05.352,4.69,11.37,8,0.50,2033,0.00,0.00,1.0000,17.13,113.70,40,14.19,7.69,-6.67
13:16:05.433,3.91,11.37,8,0.50,2028,0.00,0.00,1.0000,16.82,113.55,40,14.24,7.69,-6.67
13:16:05.513,3.91,11.37,8,0.50,2028,0.00,0.00,1.0000,17.14,113.58,40,14.29,7.69,-6.67
13:16:05.593,3.12,11.37,8,0.50,2047,0.00,0.00,1.0000,17.07,113.62,40,14.31,7.69,-6.67
13:16:05.673,3.91,11.37,8,0.50,1993,0.00,0.00,1.0000,17.14,113.73,40,14.22,7.69,-6.67
13:16:05.769,4.69,11.37,8,0.50,2034,0.00,0.00,1.0000,17.14,113.48,40,14.24,7.69,-6.67
13:16:05.849,3.91,11.37,8,0.50,2095,0.00,0.00,1.0000,17.14,113.50,39,14.33,7.69,-6.67
13:16:05.929,3.12,11.37,8,0.50,2052,0.00,0.00,1.0000,17.07,113.69,39,14.27,7.69,-6.67
13:16:06.009,2.34,11.37,8,0.50,1991,0.00,0.00,1.0000,17.07,113.63,39,14.25,7.69,-6.67
13:16:06.090,2.34,11.37,8,0.50,2039,0.00,0.00,1.0000,17.07,113.64,39,14.12,7.69,-6.67
13:16:06.168,2.34,11.37,8,0.50,2100,0.00,0.00,1.0000,16.95,113.53,39,14.06,7.69,-6.67
13:16:06.249,2.34,11.37,8,0.50,2100,0.00,0.00,1.0000,16.95,113.50,39,14.14,7.69,-6.67
13:16:06.329,2.34,11.37,8,0.50,2052,0.00,0.00,1.0000,17.27,113.61,39,14.24,7.69,-6.67
13:16:06.412,2.34,11.37,8,0.50,1986,0.00,0.00,1.0000,17.01,113.62,39,14.26,7.69,-6.67
13:16:06.505,3.12,11.37,8,0.50,2043,0.00,0.00,1.0000,17.01,113.64,39,14.29,7.69,-6.67
13:16:06.585,3.12,11.37,8,0.50,2102,0.00,0.00,1.0000,16.82,113.43,39,14.31,7.69,-6.67
13:16:06.664,3.12,11.37,8,0.50,2055,0.00,0.00,1.0000,17.15,113.42,39,14.38,7.69,-6.82
13:16:06.745,3.12,11.37,8,0.50,2056,0.00,0.00,1.0000,17.14,113.63,39,14.41,7.69,-6.67
13:16:06.823,3.91,11.37,8,0.50,1994,0.00,0.00,1.0000,16.88,113.65,39,14.35,7.69,-6.82
13:16:06.904,3.12,11.37,8,0.50,2037,0.00,0.00,1.0000,16.82,113.43,39,14.37,7.69,-6.67
13:16:06.984,3.91,11.37,8,0.50,2103,0.00,0.00,1.0000,16.89,113.45,39,14.38,7.69,-6.67
13:16:07.064,3.12,11.37,8,0.50,2058,0.00,0.00,1.0000,17.00,113.62,39,14.40,7.69,-6.67
13:16:07.145,3.12,11.37,8,0.50,1993,0.00,0.00,1.0000,16.95,113.64,39,14.39,7.55,-6.67
13:16:07.224,3.91,11.37,8,0.50,1992,0.00,0.00,1.0000,16.83,113.63,40,14.33,7.69,-6.67
13:16:07.319,3.12,11.37,8,0.50,2037,0.00,0.00,1.0000,17.00,113.46,40,14.38,7.69,-6.67
13:16:07.401,3.12,11.37,8,0.50,2107,0.00,0.00,1.0000,17.14,116.42,40,14.31,7.69,-6.67
13:16:07.480,3.12,11.37,8,0.50,2053,0.00,0.00,1.0000,17.68,116.54,40,14.31,7.69,-6.67
13:16:07.561,3.12,11.37,8,0.51,1992,0.00,0.00,1.0000,17.87,116.56,40,14.28,7.69,-6.53
13:16:07.641,4.69,11.76,8,0.51,1985,0.00,0.00,1.0000,17.72,119.48,40,14.33,7.84,-6.53
13:16:07.720,4.69,11.76,8,0.52,2046,0.00,0.00,1.0000,17.65,119.48,40,14.37,7.84,-6.53
13:16:07.800,4.69,11.76,8,0.52,2108,0.00,0.00,1.0000,17.73,119.36,40,14.48,7.84,-6.38
13:16:07.879,4.69,11.76,8,0.52,2048,0.00,0.00,1.0000,17.99,119.35,40,14.48,7.98,-6.38
13:16:07.976,5.47,11.76,8,0.53,1987,0.00,0.00,1.0000,18.11,119.52,40,14.44,7.98,-6.38
13:16:08.056,4.69,11.76,8,0.53,2039,0.00,0.00,1.0000,18.18,119.55,40,14.39,7.98,-6.38
13:16:08.135,4.69,11.76,8,0.53,2105,0.00,0.00,1.0000,17.79,119.43,40,14.35,7.98,-6.38
13:16:08.216,4.69,11.76,8,0.53,2035,0.00,0.00,1.0000,17.98,119.49,40,14.32,7.98,-6.38
13:16:08.295,4.69,11.76,8,0.53,2047,0.00,0.00,1.0000,18.04,119.57,40,14.34,7.98,-6.38
13:16:08.375,4.69,11.76,8,0.53,1990,0.00,0.00,1.0000,18.04,119.59,40,14.24,7.98,-6.38
13:16:08.455,3.91,11.76,8,0.53,2034,0.00,0.00,1.0000,17.97,119.40,40,14.24,7.98,-6.38
13:16:08.534,3.91,11.76,8,0.53,2030,0.00,0.00,1.0000,17.91,119.40,40,14.25,7.98,-6.38
13:16:08.616,3.91,11.76,8,0.53,2052,0.00,0.00,1.0000,18.04,119.57,40,14.24,7.98,-6.38
13:16:08.710,3.12,11.76,8,0.53,1989,0.00,0.00,1.0000,18.03,119.56,39,14.20,7.98,-6.38
13:16:08.790,3.91,11.76,8,0.53,2036,0.00,0.00,1.0000,18.11,119.50,39,14.16,7.98,-6.38
13:16:08.871,3.91,11.76,8,0.53,2098,0.00,0.00,1.0000,18.17,119.37,39,14.27,7.98,-6.38
13:16:08.951,3.91,11.76,8,0.53,2105,0.00,0.00,1.0000,18.11,119.40,39,14.33,7.98,-6.38
13:16:09.030,3.91,11.37,8,0.53,2058,0.00,0.00,1.0000,17.97,116.45,39,14.29,7.98,-6.38
13:16:09.110,3.91,11.37,8,0.52,1992,0.00,0.00,1.0000,17.25,113.60,39,14.27,7.98,-6.38
13:16:09.191,3.91,11.37,8,0.51,2038,0.00,0.00,1.0000,16.81,113.41,40,14.34,7.84,-6.53
13:16:09.271,2.34,11.37,8,0.50,2110,0.00,0.00,1.0000,16.59,113.49,40,14.34,7.69,-6.67
13:16:09.351,2.34,10.98,8,0.50,2110,0.00,0.00,1.0000,17.09,110.61,40,14.29,7.69,-6.67
13:16:09.431,1.56,10.98,8,0.50,1994,0.00,0.00,1.0000,16.77,110.61,40,14.13,7.69,-6.82
13:16:09.527,1.56,10.98,8,0.49,1994,0.00,0.00,1.0000,16.54,110.58,40,14.08,7.55,-6.82
13:16:09.606,1.56,10.98,8,0.49,2045,0.00,0.00,1.0000,16.61,110.47,40,14.12,7.40,-6.82
13:16:09.686,0.78,10.98,8,0.48,2050,0.00,0.00,1.0000,16.49,110.48,40,14.19,7.40,-6.96
13:16:09.766,0.78,10.98,8,0.49,2059,0.00,0.00,1.0000,16.72,110.58,40,14.19,7.40,-6.96
13:16:09.846,1.56,10.98,8,0.49,1992,0.00,0.00,1.0000,16.60,107.66,40,14.19,7.40,-6.96
13:16:09.926,2.34,10.59,8,0.48,2065,0.00,0.00,1.0000,16.20,104.82,40,14.24,7.40,-6.96
13:16:10.006,2.34,10.59,8,0.47,2047,0.00,0.00,1.0000,15.63,101.53,40,14.33,7.25,-7.11
13:16:10.086,1.56,10.59,8,0.46,2105,0.00,0.00,1.0000,15.53,101.50,40,14.46,7.11,-7.25
13:16:10.167,0.78,10.59,8,0.45,2058,0.00,0.00,1.0000,15.25,101.47,40,14.50,6.96,-7.40
13:16:10.262,0.00,10.59,8,0.45,2068,0.00,0.00,1.0000,15.20,101.85,40,14.27,6.96,-7.40
13:16:10.342,0.00,10.20,8,0.44,1999,0.00,0.00,1.0000,15.10,101.67,40,14.09,6.96,-7.55
13:16:10.422,0.00,10.20,8,0.45,2045,0.00,0.00,1.0000,15.56,98.52,40,14.02,6.82,-7.55
13:16:10.501,0.00,10.20,8,0.45,2050,0.00,0.00,1.0000,15.03,98.56,40,14.06,6.82,-7.55
13:16:10.581,0.00,10.20,8,0.44,2061,0.00,0.00,1.0000,14.41,95.50,40,14.08,6.82,-7.55
13:16:10.662,0.00,10.20,8,0.42,2065,0.00,0.00,1.0000,14.23,95.73,40,14.21,6.67,-7.84
13:16:10.743,-0.78,10.20,8,0.42,2068,0.00,0.00,1.0000,14.30,95.68,40,14.31,6.53,-7.84
13:16:10.822,-1.56,9.80,8,0.42,2052,0.00,0.00,1.0000,14.52,92.79,40,14.31,6.53,-7.84
13:16:10.901,-0.78,9.80,8,0.42,2055,0.00,0.00,1.0000,14.00,88.88,40,14.21,6.53,-7.84
13:16:10.997,-0.78,9.41,8,0.41,2075,0.00,0.00,1.0000,13.49,86.85,40,14.08,6.38,-7.98
13:16:11.079,-0.78,8.63,8,0.40,2070,0.00,0.00,1.0000,13.31,80.98,40,14.18,6.24,-8.13
13:16:11.159,-2.34,8.24,8,0.39,2073,0.00,0.00,1.0000,12.90,77.18,40,14.24,6.09,-8.42
13:16:11.238,-3.91,7.84,8,0.37,2062,0.00,0.00,1.0000,12.31,76.78,40,14.34,5.80,-8.56
13:16:11.318,-4.69,7.84,8,0.36,2063,0.00,0.00,1.0000,12.16,74.81,40,14.29,5.66,-8.71
13:16:11.397,-7.81,8.24,8,0.36,2066,0.00,0.00,1.0000,12.10,74.79,40,14.11,5.51,-8.85
13:16:11.478,-9.38,7.84,8,0.35,2077,0.00,0.00,1.0000,12.14,74.82,40,13.93,5.51,-8.85
13:16:11.557,-10.16,7.84,8,0.35,2081,0.00,0.00,1.0000,12.06,75.11,40,13.75,5.51,-9.00
